Func Code,Function Description,Employment Status,Job Category,Line No,Salary Band,Hispanic/Latino Male,Hispanci/Latino Female,"Non Hispanic/Latino - Male, White","NonHispanic/Latino - Male, Black","NonHispanic/Latino - Male, Asian","NonHispanic/Latino - Male, NHOPI","NonHispanic/Latino - Male, Amer Ind","NonHispanic/Latino - Male, 2+ Races","Non Hispanic/Latino - Female, White","NonHispanic/Latino - Female, Black","NonHispanic/Latino - Female, Asian","NonHispanic/Latino - Female, NHOPI","NonHispanic/Latino - Female, Amer Ind","NonHispanic/Latino - Female, 2+ Races",Total,FY
9,HOUSING,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,118,45,227,244,97,0,5,8,55,91,39,0,1,8,938,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,82,45,322,137,124,0,1,5,139,143,61,0,0,2,1061,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,1,1,1,1,1,0,0,1,1,5,0,0,0,0,12,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,0,2,1,3,1,0,0,0,1,0,1,0,0,0,9,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,19,39,2,30,0,0,0,0,3,81,8,0,2,0,184,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,5,34,3,21,4,0,0,0,7,41,4,0,0,2,121,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,27,49,18,25,8,0,0,3,23,77,8,0,0,0,238,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,7,11,6,10,4,0,0,1,15,20,5,0,0,1,80,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,5,18,7,13,3,0,2,0,13,86,13,0,0,3,163,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,4,30,4,12,3,0,0,0,14,119,6,0,1,2,195,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,5,25,4,8,4,0,0,0,13,71,7,0,0,0,137,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,3,8,2,3,0,0,0,0,4,16,3,0,1,0,40,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,5,0,2,1,0,0,0,0,0,0,0,0,0,0,8,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,1,0,1,2,1,0,0,0,0,0,0,0,0,0,5,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,1,0,9,3,0,0,0,0,0,0,1,0,0,0,14,2019
9,HOUSING,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,343,342,786,625,351,0,8,23,392,811,189,0,5,18,3893,2019
9,HOUSING,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
9,HOUSING,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,0,1,1,0,0,0,0,0,3,0,0,0,0,0,5,2019
9,HOUSING,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,6,9,6,5,6,0,1,1,2,15,7,0,1,1,60,2019
9,HOUSING,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019
9,HOUSING,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,6,11,7,5,6,0,1,1,5,16,7,0,1,1,67,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,7,8,31,10,28,0,0,2,29,7,6,0,0,0,128,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,75,28,159,101,82,1,4,6,59,55,23,0,0,8,601,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,2,2,5,6,1,0,0,0,2,6,0,0,0,0,24,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,22,44,16,30,13,0,1,2,15,50,20,0,1,1,215,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,5,11,9,5,2,0,1,0,9,21,6,0,0,0,69,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,2019
9,HOUSING,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,114,93,220,155,126,1,6,10,114,139,55,0,1,9,1043,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,2,7,29,3,6,0,0,0,24,5,4,0,0,0,80,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,4,4,22,6,9,0,0,0,31,8,13,0,0,1,98,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,9,3,45,6,10,0,0,0,28,5,19,0,0,1,126,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,0,0,0,1,0,0,0,0,2,3,0,0,0,0,6,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,1,0,1,2,0,0,0,1,0,1,0,0,0,0,6,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,2,4,11,2,0,0,0,1,9,8,3,0,0,0,40,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,2,0,1,1,1,0,0,0,4,1,1,0,0,0,11,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,2,1,0,0,0,0,0,0,2,3,1,0,0,0,9,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,24,22,111,24,26,0,0,2,100,37,41,0,0,2,389,2019
10,COMMUNITY DEVELOPMENT,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,0,2,4,2,1,0,0,0,3,1,0,0,0,0,13,2019
10,COMMUNITY DEVELOPMENT,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,0,0,2,0,0,0,0,0,3,1,1,0,0,0,7,2019
10,COMMUNITY DEVELOPMENT,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,2,3,7,3,2,0,0,0,2,1,6,0,0,1,27,2019
10,COMMUNITY DEVELOPMENT,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,2,6,13,5,3,0,0,0,8,3,7,0,0,1,48,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,2,1,3,0,2,0,0,0,4,2,1,0,0,0,15,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,5,3,26,6,8,0,0,0,26,6,20,0,0,1,101,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,2,6,9,4,3,0,0,1,7,10,6,0,0,1,49,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
10,COMMUNITY DEVELOPMENT,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,9,11,38,11,13,0,0,1,37,19,27,0,0,2,168,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,80,91,115,269,31,2,2,3,56,530,12,0,4,5,1200,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROFESSIONALS,12,25.0-32.9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,4,8,0,12,3,0,0,0,0,15,1,1,1,0,45,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,32,47,14,83,8,0,0,0,18,155,11,0,0,4,372,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,37,44,36,105,16,0,2,1,22,279,16,0,4,3,565,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,37,44,96,65,34,0,0,1,58,183,15,0,3,2,538,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,3,5,1,3,2,0,0,0,1,5,0,0,0,0,20,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,1,2,1,13,2,0,0,0,0,15,2,0,0,0,36,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,0,4,1,2,3,0,0,0,0,4,0,0,1,0,15,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,699,395,383,935,222,5,8,21,83,888,32,1,8,15,3695,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,107,60,80,250,28,0,0,4,10,238,2,0,1,1,781,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,605,324,386,1419,127,1,19,5,54,1573,17,0,32,5,4567,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,3,5,0,5,0,1,0,0,2,8,0,0,0,0,24,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,11,7,1,17,4,0,0,0,0,16,0,0,0,1,57,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,3,7,0,8,1,0,0,0,3,21,3,0,0,0,46,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,7,11,4,12,1,0,0,1,5,25,4,0,0,0,70,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,3,1,1,2,2,0,0,0,2,6,1,0,0,1,19,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,0,1,0,3,1,0,0,0,0,1,0,0,0,0,6,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,6,13,3,11,8,0,1,0,5,63,4,0,0,2,116,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,2,7,3,9,5,0,0,0,8,54,8,0,0,0,96,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,1,10,0,2,1,0,0,0,5,20,3,0,0,0,42,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,1,4,0,1,0,0,0,0,0,6,1,0,0,0,13,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,2,0,4,5,1,0,0,0,0,0,0,0,0,0,12,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,8,0,24,16,1,0,1,0,0,0,0,0,0,0,50,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,18,0,144,35,12,1,0,0,0,0,0,0,0,0,210,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,16,6,7,89,3,0,1,0,0,45,2,0,0,1,170,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,8,2,4,17,0,0,0,0,1,2,0,0,0,0,34,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,7,0,28,14,2,0,0,0,0,4,0,0,0,0,55,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,1,0,5,6,0,0,0,0,0,1,0,0,0,0,13,2019
11,CORRECTIONS,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,1702,1099,1342,3409,518,10,34,36,333,4163,134,2,54,40,12876,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,2,4,9,11,5,0,0,0,5,8,1,0,0,0,45,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,16,27,5,20,8,0,0,0,13,40,9,0,1,2,141,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,2,0,2,0,0,0,1,1,2,0,0,0,0,8,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,0,0,6,2,0,0,0,0,0,0,0,0,0,0,8,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2019
11,CORRECTIONS,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,19,33,25,35,13,0,0,2,20,52,10,0,1,2,212,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,3,8,9,5,2,0,0,0,14,8,0,0,0,0,49,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,59,73,45,121,16,0,0,1,36,214,17,1,2,4,589,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,0,3,2,0,0,0,0,0,3,1,0,0,0,0,9,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,157,90,96,186,75,1,3,1,25,188,7,0,1,2,832,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,24,31,6,29,12,0,0,0,19,68,16,0,1,1,207,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,1,8,1,10,1,0,0,0,3,14,2,0,0,2,42,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,3,0,17,8,0,1,1,0,0,0,0,0,0,0,30,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,3,2,7,13,2,0,0,0,0,9,0,0,0,0,36,2019
11,CORRECTIONS,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,250,215,183,372,108,2,4,2,100,502,42,1,4,9,1794,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,0,0,1,0,0,1,0,0,1,4,0,0,0,0,7,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,13,4,100,29,39,0,0,1,25,18,10,0,0,0,239,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,12,25.0-32.9,9,3,6,17,0,0,0,1,0,8,0,0,0,0,44,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,8,1,7,11,1,0,0,0,0,10,0,0,0,0,38,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,20,9,26,26,18,0,2,4,8,17,4,0,0,2,136,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,57,32,155,123,89,0,4,5,60,98,30,0,0,3,656,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,60,38,286,78,191,0,0,5,152,131,54,0,2,1,998,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,0,0,4,1,1,0,0,0,1,8,0,0,0,0,15,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,0,3,5,1,1,0,0,0,0,2,1,0,0,0,13,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,0,0,4,3,3,0,0,0,1,2,1,0,0,0,14,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,1,0,2,1,1,0,0,0,0,0,0,0,0,0,5,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,4,5,1,7,3,0,0,0,5,10,0,0,0,1,36,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,8,5,4,2,1,0,0,0,2,6,4,0,0,0,32,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,10,10,9,13,1,0,0,0,11,19,1,0,0,2,76,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,1,3,6,3,0,0,0,0,4,5,1,0,0,0,23,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,8,7,6,15,3,0,0,0,5,45,7,0,0,1,97,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,9,33,10,26,9,0,0,3,14,114,10,0,0,1,229,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,3,11,4,3,1,0,0,0,10,51,5,0,0,1,89,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,2,8,3,1,0,0,0,0,3,11,1,0,0,0,29,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,52,25.0-32.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,24,10,10,39,10,0,0,3,0,5,0,0,0,0,101,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,27,3,43,47,12,1,1,1,6,3,0,0,0,0,144,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,59,2,284,86,40,0,2,4,2,4,0,0,1,0,484,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,181,13,762,270,38,0,3,5,13,27,0,0,1,0,1313,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,8,6,4,12,0,0,0,0,2,5,0,0,0,0,37,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,121,18,227,182,9,1,1,5,19,47,2,0,0,1,633,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,4,0,5,4,1,0,0,0,0,0,0,0,0,0,14,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,4,1,10,12,3,0,0,0,0,1,0,0,0,0,31,2019
12,UTILITIES AND TRANSPORTATION,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,643,225,1985,1012,476,3,13,37,344,651,132,0,4,13,5538,2019
15,OTHER,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,2,3,2,1,1,0,0,0,2,2,0,0,0,0,13,2019
12,UTILITIES AND TRANSPORTATION,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,15,9,25,6,28,0,0,0,23,7,20,0,0,1,134,2019
12,UTILITIES AND TRANSPORTATION,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2019
12,UTILITIES AND TRANSPORTATION,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,15,9,25,6,28,0,0,0,24,7,20,0,0,1,135,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,3,1,17,4,1,0,0,1,2,3,2,0,0,0,34,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,43,23,118,57,74,0,2,8,57,35,29,0,0,3,449,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,0,1,2,2,3,0,0,0,0,0,0,0,0,0,8,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,16,11,33,11,20,0,0,0,22,16,21,0,0,3,153,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,7,8,7,7,3,0,0,0,11,30,6,0,0,0,79,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,42,5,140,57,22,1,6,8,6,2,1,0,0,0,290,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,30,4,43,41,2,1,0,2,4,10,0,0,0,1,138,2019
12,UTILITIES AND TRANSPORTATION,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,141,53,360,179,125,2,8,19,102,96,59,0,0,7,1151,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,2,0,0,3,4,0,0,0,0,0,3,0,0,0,12,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,47,12,455,69,78,1,2,2,79,24,14,0,0,2,785,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,12,25.0-32.9,7,6,3,18,3,0,0,0,0,11,0,0,0,0,48,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,12,8,13,33,0,0,0,0,2,15,3,0,0,0,86,2019
13,SANITATION AND SEWAGE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,34,21,72,61,45,0,1,6,18,39,15,0,0,0,312,2019
